SiteID,YEAR,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,PRECIP1,PRECIP2,PRECIP3,PRECIP4,PRECIP5,PRECIP6,PRECIP7,PRECIP8,PRECIP9,PRECIP10,PRECIP11,PRECIP12,RA1,RA2,RA3,RA4,RA5,RA6,RA7,RA8,RA9,RA10,RA11,RA12,FROST1,FROST2,FROST3,FROST4,FROST5,FROST6,FROST7,FROST8,FROST9,FROST10,FROST11,FROST12
40001,1989,13.15455854,11.06005249,16.28167016,21.30674438,25.26694297,30.73110758,31.2119306,29.55319096,27.10561727,22.85448018,16.54408468,6.14726976,-0.734400792,-1.415638079,2.653981658,6.298151652,9.683768783,17.70632121,19.09869759,18.09853122,14.64004618,7.120072691,2.405045573,-5.228526651,44.32923919,156.8532268,169.4230315,115.7771251,129.1136053,187.2109931,142.2816814,120.0942791,94.89625683,128.0958928,100.7509094,81.28035176,9.633924944,9.059177284,14.85302574,18.79701445,23.29017038,21.20957714,21.27980104,19.07866734,14.2959853,15.14455925,10.35894669,7.752516362,17,19,12,5,1,0,0,0,0,1,11,27
40001,1990,14.6106211,16.63961509,18.80231875,22.81134644,25.57589997,30.71963094,32.86290303,31.24708685,28.54694824,24.01843045,19.41143188,14.46350275,1.306521311,2.183855765,5.364441706,6.917888387,12.62674324,16.52388102,19.57359836,18.72540756,14.58202616,8.91012652,3.41051534,2.744362911,92.96338427,107.3597506,111.0810555,76.86777541,176.7431879,34.90798742,77.05223417,98.22547406,13.7092813,222.4790057,50.1977379,95.05750495,8.972378578,12.20373103,15.32783661,21.20644771,22.73155308,24.05751798,23.30098716,19.64734659,17.67962283,14.28568663,11.63428787,7.636825819,12,10,6,3,0,0,0,0,0,5,5,11
40001,1991,10.49373287,14.05370265,18.02880938,23.03883769,28.22512109,30.52913005,32.36866101,30.44262479,28.05483704,22.76848066,16.03985291,13.58338269,-0.757793008,0.832165745,4.919816343,10.29484049,16.07314453,17.72937419,21.39716147,19.8051618,14.7076884,7.972290827,2.229670207,0.695088836,132.4140299,30.20696849,153.6052307,64.34863287,81.82756639,78.22997898,142.9868653,98.29775268,96.51946491,38.67449045,33.64060843,73.97396731,8.624355662,11.32325017,15.22034436,19.26383522,21.37913417,22.42824869,22.29611595,20.45934141,17.4925243,14.89308547,10.39074581,8.102485304,21,15,4,0,0,0,0,0,0,2,13,15
40001,1992,11.54567084,13.66078012,16.40119964,21.66518758,22.9324142,27.43921,32.19480532,28.25361368,27.10199687,21.09440445,15.55759888,9.932810925,-0.688888254,0.875897435,2.47718939,7.251598104,10.72679955,16.43799337,20.74840501,18.02359777,16.17479655,6.928383907,5.111582438,-0.247194549,105.5090547,75.40636975,91.2945075,79.39990878,88.83661327,160.738062,77.85738704,134.8253286,66.90905932,80.1751495,180.2596909,70.00964522,9.149355725,11.8945753,16.49364273,20.04326695,20.96216476,19.42011683,23.84011419,19.213206,15.67607702,14.46674781,8.604468666,7.31177413,18,17,13,4,0,0,0,0,0,2,6,18
40001,1993,10.69937705,10.00985434,14.23899379,20.92592773,26.77960776,30.9726766,34.00882726,31.62359599,28.48144633,21.19600436,16.28550618,9.2209894,-0.032360643,-2.561336626,2.180145067,5.750716146,14.11235863,17.87514954,21.39031766,19.50367274,16.09110107,7.632005064,3.335322062,-1.66192942,128.4652935,70.6991114,195.2757323,122.6929353,106.9308151,36.42351747,81.6633544,82.73113376,79.44057077,87.01262617,100.0356224,94.31679171,8.316248899,11.71744005,14.40233149,21.0728758,21.96521736,24.58040377,24.28747001,20.28095219,17.48719428,13.10742862,10.38075279,7.83235443,20,22,11,0,0,0,0,0,0,0,9,20
40001,1994,7.50946419,11.85068774,17.5922505,24.66212463,24.66306507,30.46264445,31.60340616,29.65081866,26.17144979,21.14463737,18.47585551,13.16710028,-4.255108446,-1.032802691,3.919279825,9.41737264,10.69222314,19.39252421,21.24603547,18.18160499,13.47503866,7.475121086,4.785282389,2.254477027,99.81678587,88.55957913,165.3042105,50.76445076,69.2543878,85.8675043,156.4427473,120.734346,58.43419272,110.4877335,66.54707766,30.34140491,8.447231959,11.84857257,15.50299326,21.24476416,23.1808833,21.35738294,19.721965,21.29303329,17.29633087,13.22727021,9.802788376,7.737819132,20,17,6,0,0,0,0,0,0,0,4,12
40001,1995,10.25125299,10.25749468,18.02728646,22.98027547,25.81766318,28.02911072,32.26901718,31.81938004,25.98533936,23.1331923,13.28725993,8.964941997,-0.874752119,-1.582097299,3.310900091,8.171127319,13.38705818,17.91019796,20.84510833,20.64943159,15.0239797,9.487374386,1.056292725,-2.546213655,127.537148,118.0352321,91.59965852,27.49094212,126.9310252,261.2629653,89.74301088,119.3742875,54.19289005,210.7367591,129.178955,48.92180428,8.846686695,11.14720781,17.05306463,21.48392226,22.31703731,19.66604186,22.63196549,20.15068556,15.54554762,14.86428984,10.06670912,8.373797088,20,17,8,0,0,0,0,0,0,0,16,22
40001,1996,7.99333244,10.54410647,12.52395399,20.60426276,25.55055636,29.66019003,30.47988635,28.28833958,26.20648337,21.25941881,12.76627948,12.01840146,-1.993272669,-0.370757335,1.547331033,7.993071167,13.25405464,17.71211916,19.63852442,18.4036877,15.44460373,9.186412754,2.049472507,1.539105918,119.7011652,63.62033165,89.80615433,71.74291759,135.7055093,60.58442755,89.25156786,145.0698009,307.8013348,96.56093619,72.50248299,104.1519449,7.533265061,11.20868818,15.09191536,20.11402637,22.92532135,23.70872008,22.2612776,18.17807491,16.17619824,13.46341286,8.914790808,8.048811866,22,13,11,3,0,0,0,0,0,0,14,15
40001,1997,9.859551604,13.45417791,18.51134369,18.94937865,24.35438346,26.55166667,30.43870968,29.93669355,26.31958333,20.83669355,13.44625,9.816129032,-1.146591514,2.64760784,5.363886669,6.728938966,10.84560566,14.70958333,18.6483871,16.24032258,14.04291667,8.051209677,2.282916667,-0.356048387,85.96864057,75.23679156,74.84339259,136.0424834,38.77710196,97.8,78.378,26,116.9,105.3,107.34,66.624,9.093572549,10.64808802,16.3666143,19.06567484,23.71730382,20.76086379,21.87434027,21.97169679,15.68534493,14.02563503,9.226981072,7.730140193,17,11,3,3,0,0,0,0,0,2,9,17
40001,1998,11.4983871,12.82232143,15.91129032,20.98458333,25.5625,30.00625,32.02056452,31.76491935,30.18,23.29153226,17.53416667,12.83145161,1.795564516,1.956696429,3.216532258,7.807916667,13.96693548,18.10208333,19.61290323,18.59435484,16.52791667,8.238709677,4.04125,2.966935484,217.36292,164.9529791,187.114718,95.524971,89.1,88.4,20.3,47.1,94.9,25.3,63.7,115.4,8.246451613,11.37553571,18.0963871,19.5336,22.43396774,24.83003333,22.85929032,20.37774194,19.25936667,15.44122581,10.58703333,7.368322581,12,8,10,1,0,0,0,0,0,1,5,11
40001,1999,13.13467742,13.68660714,14.98508065,21.61958333,25.5108871,27.89083333,31.63669355,31.54556452,25.65958333,20.35604839,18.55958333,12.3625,0.816129032,-0.077678571,1.631451613,8.991666667,11.34959677,16.69958333,20.6141129,19.15120968,14.14541667,7.696774194,5.655,-0.04516129,146.6,63.3,85.5,130.406,23,102.6,104.8,88.2,446.4,70.1,60.2,41.9,8.773096774,11.913,15.70645161,19.49276667,25.34654839,22.73453333,24.17841935,23.16487097,17.82356667,14.50496774,11.04443333,8.304451613,13,13,13,0,0,0,0,0,0,1,7,19
40001,2000,8.446774194,14.17327586,18.58508065,19.93125,27.04556452,29.55291667,28.50282258,28.35241935,24.49125,22.45040323,13.92583333,6.204435484,-1.791935484,0.769827586,5.07016129,7.3825,13.28669355,18.04666667,18.79596774,18.42177419,15.015,8.3875,1.91125,-3.983064516,96.03,61.9,63.2,138.4,71.6,138.9,241.6,115.5,101.9,8.7,46.4,47.4,7.259806452,9.78762069,12.68309677,16.59216667,24.72990323,23.67746667,20.74506452,20.42432258,14.7009,15.96512903,9.717666667,8.334806452,22,17,3,0,0,0,0,0,0,1,14,27
40001,2001,10.03870968,13.29464286,13.58790323,22.02041667,25.20887097,29.08416667,28.38548387,29.99516129,24.83333333,21.3233871,19.59708333,13.78306452,-1.195967742,1.610267857,2.571774194,8.40875,12.04314516,18.15041667,18.0125,19.10080645,13.58208333,6.610887097,5.994166667,2.764516129,53.3,79.8,174.16,50.233,88.395,143.603,112.99,84.783,49.23,39.602,12.6,57.9,10.51158065,11.83025,16.46429032,21.51993333,22.862,24.68006667,22.33074194,21.87783871,18.37806667,16.12603226,10.93546667,8.643806452,21,11,9,2,0,0,0,0,0,4,5,10
40001,2002,11.20080645,12.98973214,16.98790323,23.68583333,25.12540323,31.74833333,32.37096774,30.84314516,26.66666667,19.61008065,14.32708333,9.056048387,0.581854839,0.373214286,4.288306452,9.887083333,11.70927419,17.39791667,20.08467742,18.93185484,17.12541667,11.75241935,3.429166667,-0.248387097,143.8,31,108.5,13.6,44.2,45.5,90.9,138.2,39,238.6,90,130.9,8.804,13.44232143,15.05167742,21.62933333,23.84225806,25.8343,21.93622581,20.04232258,15.91893333,9.126419355,9.137466667,7.926322581,20,15,8,1,0,0,0,0,0,0,7,18
40001,2003,6.89516129,9.132142857,16.99475806,20.20583333,22.81733871,27.39416667,29.13024194,29.60201613,25.19541667,20.12419355,19.185,9.957258065,-2.591532258,-0.58125,5.418951613,8.451666667,13.57217742,17,20.06774194,20.67540323,15.38833333,8.906048387,6.719166667,-0.560080645,69.91208612,102.4,174.6,186.63136,135.1625134,114.003736,153.1643059,94.816,105.954,69.716,46,93.4,8.907741935,8.838214286,13.22177419,17.95196667,17.28364516,23.14976667,22.63580645,18.97787097,17.11083333,13.36596774,10.36273333,8.631645161,21,17,7,0,0,0,0,0,0,0,6,21
40001,2004,7.77983871,9.332327586,16.54516129,21.48,27.72620968,28.05208333,30.38024194,27.43306452,25.17,20.62701613,16.84833333,10.82862903,-2.186290323,-0.381465517,5.17016129,8.605833333,16.06653226,18.40791667,19.94435484,18.14475806,16.47208333,11.49556452,5.902083333,0.122580645,28.00976403,69.51701524,62.22113513,36.14085166,89.24697534,69.61464445,160.9147637,184.8546641,117.6938233,47.67851874,87.64433622,38.56350798,9.862612903,11.52813793,16.9026129,22.36343333,24.77580645,20.74453333,22.44770968,18.11996774,14.24033333,11.14509677,9.240533333,8.318870968,24,16,6,0,0,0,0,0,0,0,6,17
40001,2005,10.45524194,11.68973214,13.9891129,20.79291667,23.40322581,28.12791667,31.3266129,30.63387097,28.86541667,21.15322581,17.11291667,9.010887097,1.154435484,1.235267857,2.160080645,8.014166667,10.99153226,17.92791667,21.40645161,20.32419355,17.48,11.01209677,4.12375,-0.602419355,79.3103419,64.89028003,114.7283256,51.91770461,53.46019593,65.99181212,108.1199892,68.52577245,11.21560396,67.19348416,121.9696925,127.0767978,8.493258065,11.47507143,15.15532258,19.0899,22.44722581,20.98553333,20.79290323,20.15970968,17.7384,11.70148387,9.8114,8.317709677,16,12,15,0,0,0,0,0,0,1,8,19
40001,2006,13.2375,11.58839286,16.22822581,23.01833333,24.23346774,27.79458333,30.12701613,30.59637097,24.44791667,19.5625,16.68416667,14.35443548,3.047983871,-0.01875,4.564112903,9.639583333,11.08467742,17.17166667,19.85604839,20.37137097,14.59958333,7.820564516,5.424166667,2.59233871,59.74470549,44.75529412,30.40000003,75.50000022,51.40000012,176.4000005,172.0999994,73.40594604,91.89405367,102.6000001,182.7538464,66.24615401,8.524870968,12.31507143,16.28267742,20.00326667,24.12293548,23.71236667,24.7696129,20.44593548,17.09876667,12.66064516,9.129766667,8.033387097,9,16,6,1,0,0,0,0,0,3,5,10
40001,2007,11.76209677,9.302678571,19.40927419,20.83833333,25.18870968,29.33666667,30.82096774,34.78669355,29.71875,24.8,15.70541667,13.35080645,1.412903226,-1.834821429,5.369758065,8.1775,12.68346774,17.43958333,18.26491935,21.05443548,15.82708333,12.20967742,3.5625,3.580645161,96.79999938,58.09999999,71.28965502,109.5103448,44.50000001,88.79999974,72.39999994,10.2,25.59999997,110.5000001,12.60000002,100.3000001,8.292322581,12.37403571,16.48422581,21.02463333,22.40845161,21.80066667,21.3883871,20.61654839,18.1108,12.65974194,9.989233333,7.166451613,17,18,7,4,0,0,0,0,0,1,6,7
40001,2008,9.177419355,13.47025862,16.89314516,20.0825,24.13669355,31.73083333,30.19677419,29.66774194,25.45083333,19.47137097,13.39916667,12.07903226,-0.655645161,1.480603448,4.772177419,9.032083333,11.775,18.80291667,18.77298387,18.59879032,16.6525,7.714112903,2.736666667,2.072983871,27.5,80.3,161.2,102.7,87.6,80.5,140.4,156.7,206.3,25.6,86.4,96.6,9.952548387,12.61093103,16.70580645,17.63466667,23.69996774,27.2591,24.54335484,20.9086129,15.75586667,14.38783871,9.774466667,7.338193548,19,12,3,0,0,0,0,0,0,2,12,13
40001,2009,8.269942548,12.95537938,15.24282423,22.56083883,25.82750461,29.83317769,30.28956634,30.61165181,26.2028127,20.39495042,16.32679952,8.682329535,-2.526842868,-0.445147487,3.384615794,8.220516968,14.20092557,18.35812887,18.87073817,20.23015353,15.01756388,9.12442686,4.942586263,-1.557958984,68.98638901,43.91451412,151.7107247,46.56394243,101.6531868,155.1758887,60.54301316,74.45061788,86.53359604,69.36686808,214.469489,184.440115,9.06722822,12.85954587,15.48790365,20.69604145,21.68107746,24.27107458,24.21154702,20.03615092,15.56333345,12.61073776,9.511058628,8.001290319,24,16,7,0,0,0,0,0,0,1,3,23
40001,2010,8.306316548,7.352706255,17.03212202,24.56302389,26.9774985,32.49940491,33.09268464,31.9072244,31.26415507,23.55561071,16.7144399,5.440121362,-3.795184917,-2.850744629,3.254215167,8.364978027,15.4661883,20.32777913,20.49941012,20.62596258,16.82158101,8.920484777,2.519569906,-4.07914409,119.4165469,89.64751413,71.11074489,20.05512476,161.8359277,70.00834548,116.5104128,58.39793527,143.0992669,64.62338951,33.56677395,50.78488594,9.05659463,11.37318906,16.45269507,22.64316491,23.10690318,25.01045143,25.48501294,20.74004541,19.35019982,15.20532313,9.975768629,7.840541267,24,26,8,0,0,0,0,0,0,0,8,30
40001,2011,7.672996078,14.69431893,17.17217703,25.14931335,27.98531297,34.35379537,36.18502296,34.85565757,28.81784159,21.85455007,18.76470235,14.91573486,-4.594532825,-0.509469822,2.56824203,9.635580444,13.72998815,18.41951294,21.06647496,18.94485749,16.22952983,6.648848798,3.513811239,1.296185697,35.97353414,58.74853361,101.4758428,75.05493191,130.9926753,68.50477475,110.7262666,73.35397449,123.9846496,76.59479076,119.2880571,61.26123905,8.875860217,12.68592357,15.28305635,21.60406063,23.15260636,26.04952367,24.96452291,23.63280026,15.55920879,15.12043251,10.9969703,8.635435011,29,17,10,0,0,0,0,0,0,3,10,18
40001,2012,13.07198289,13.73758523,22.58997645,23.11224874,28.67103016,30.87658895,36.73407947,33.11918965,29.35950928,22.99400556,15.03788452,15.76666535,-0.17400749,-0.291224452,7.495549159,7.670840454,14.47286279,15.09549764,21.27798836,19.37431168,15.65912069,8.749597168,0.020049032,3.134959362,48.46334523,57.80771968,106.542688,63.52261922,128.5033805,67.67059729,134.4116549,88.58114439,201.1900772,66.44019881,12.87099019,88.2658104,9.820247042,11.63763222,17.78820983,20.18870051,23.01228287,25.35904314,24.73809873,21.82725955,17.99518874,14.0308636,10.48683864,7.979922999,17,15,6,2,0,0,0,0,0,0,15,9
40001,2013,12.85740396,11.12552686,13.54446195,22.70130615,25.96899493,30.46191711,31.36532081,29.94297722,28.24195048,23.01597231,15.54861857,13.76995239,0.874014381,-1.484460667,-0.232396476,8.220450846,11.52047021,18.15326029,19.86044981,17.69439481,15.34083557,9.824126016,0.165597534,0.446294772,90.69461524,97.73117134,75.45737466,87.39956149,123.1503233,266.9746735,145.523432,106.9215891,68.87994638,62.32797143,65.24920326,143.8718486,8.377441107,11.18388829,15.66859942,20.65285052,23.05262662,21.58974628,22.30180042,19.8929698,17.80694969,12.27197558,9.883609294,8.171969089,17,18,18,1,0,0,0,0,0,3,17,19
40001,2014,7.678575873,11.29770595,13.29922269,22.13402405,26.77943351,30.61407369,30.88397689,28.29625658,26.39515686,23.46948616,13.77677816,11.80850791,-5.19357221,-0.932173157,-0.522236683,7.321975708,13.23715879,17.46711222,19.28554195,18.43757757,17.07524618,9.326938555,0.748571777,1.467307601,78.22782731,73.83391458,133.3832674,114.9905721,120.7925655,53.00573134,105.0650379,146.141217,81.8470073,62.76751971,110.0261971,106.9706835,10.01696415,11.59449986,15.05682404,20.86789302,25.81308548,23.63441265,23.931409,21.64300892,15.77274252,15.29309353,10.01302533,7.275559829,25,19,20,2,0,0,0,0,0,0,15,12
40001,2015,9.008572289,7.347703552,15.88922099,22.08402201,27.22943292,31.58406881,31.36397114,31.36625602,27.68515523,-99,-99,-99,-2.153570557,-5.742178345,2.937760679,8.851976522,14.47715493,19.25711466,20.29554187,18.72757431,16.7152476,-99,-99,-99,76.32058841,85.07435384,96.35869449,103.894432,34.0878433,161.0787959,104.3445158,81.60088632,149.6092101,-99,-99,-99,9.331240827,11.17702765,15.27980408,20.12614304,25.02100828,24.74493486,25.93606093,21.86780782,17.36738561,-99,-99,-99,22,24,7,1,0,0,0,0,0,-99,-99,-99
